zip,eiaid,utility_name,state,service_type,ownership,comm_rate,ind_rate,res_rate
48268,5107,City of Detroit - (MI),MI,Bundled,Municipal,0.0885806960854,0,0.104845814978
48238,5107,City of Detroit - (MI),MI,Bundled,Municipal,0.0885806960854,0,0.104845814978
48234,5107,City of Detroit - (MI),MI,Bundled,Municipal,0.0885806960854,0,0.104845814978
48235,5107,City of Detroit - (MI),MI,Bundled,Municipal,0.0885806960854,0,0.104845814978
48232,5107,City of Detroit - (MI),MI,Bundled,Municipal,0.0885806960854,0,0.104845814978
48233,5107,City of Detroit - (MI),MI,Bundled,Municipal,0.0885806960854,0,0.104845814978
48231,5107,City of Detroit - (MI),MI,Bundled,Municipal,0.0885806960854,0,0.104845814978
48244,5107,City of Detroit - (MI),MI,Bundled,Municipal,0.0885806960854,0,0.104845814978
48243,5107,City of Detroit - (MI),MI,Bundled,Municipal,0.0885806960854,0,0.104845814978
48228,5107,City of Detroit - (MI),MI,Bundled,Municipal,0.0885806960854,0,0.104845814978
48214,5107,City of Detroit - (MI),MI,Bundled,Municipal,0.0885806960854,0,0.104845814978
48215,5107,City of Detroit - (MI),MI,Bundled,Municipal,0.0885806960854,0,0.104845814978
48216,5107,City of Detroit - (MI),MI,Bundled,Municipal,0.0885806960854,0,0.104845814978
48217,5107,City of Detroit - (MI),MI,Bundled,Municipal,0.0885806960854,0,0.104845814978
48210,5107,City of Detroit - (MI),MI,Bundled,Municipal,0.0885806960854,0,0.104845814978
48211,5107,City of Detroit - (MI),MI,Bundled,Municipal,0.0885806960854,0,0.104845814978
48212,5107,City of Detroit - (MI),MI,Bundled,Municipal,0.0885806960854,0,0.104845814978
48213,5107,City of Detroit - (MI),MI,Bundled,Municipal,0.0885806960854,0,0.104845814978
48219,5107,City of Detroit - (MI),MI,Bundled,Municipal,0.0885806960854,0,0.104845814978
48267,5107,City of Detroit - (MI),MI,Bundled,Municipal,0.0885806960854,0,0.104845814978
48269,5107,City of Detroit - (MI),MI,Bundled,Municipal,0.0885806960854,0,0.104845814978
48260,5107,City of Detroit - (MI),MI,Bundled,Municipal,0.0885806960854,0,0.104845814978
48224,5107,City of Detroit - (MI),MI,Bundled,Municipal,0.0885806960854,0,0.104845814978
48227,5107,City of Detroit - (MI),MI,Bundled,Municipal,0.0885806960854,0,0.104845814978
48226,5107,City of Detroit - (MI),MI,Bundled,Municipal,0.0885806960854,0,0.104845814978
48221,5107,City of Detroit - (MI),MI,Bundled,Municipal,0.0885806960854,0,0.104845814978
48223,5107,City of Detroit - (MI),MI,Bundled,Municipal,0.0885806960854,0,0.104845814978
48222,5107,City of Detroit - (MI),MI,Bundled,Municipal,0.0885806960854,0,0.104845814978
48272,5107,City of Detroit - (MI),MI,Bundled,Municipal,0.0885806960854,0,0.104845814978
48277,5107,City of Detroit - (MI),MI,Bundled,Municipal,0.0885806960854,0,0.104845814978
48275,5107,City of Detroit - (MI),MI,Bundled,Municipal,0.0885806960854,0,0.104845814978
48278,5107,City of Detroit - (MI),MI,Bundled,Municipal,0.0885806960854,0,0.104845814978
48279,5107,City of Detroit - (MI),MI,Bundled,Municipal,0.0885806960854,0,0.104845814978
48288,5107,City of Detroit - (MI),MI,Bundled,Municipal,0.0885806960854,0,0.104845814978
56502,5111,City of Detroit Lakes - (MN),MN,Bundled,Municipal,0.0878469219827,0.0728129445235,0.0930219040193
37025,5148,City of Dickson,TN,Bundled,Municipal,0.103995822454,0.0741561719435,0.0980028677947
37029,5148,City of Dickson,TN,Bundled,Municipal,0.103995822454,0.0741561719435,0.0980028677947
37181,5148,City of Dickson,TN,Bundled,Municipal,0.103995822454,0.0741561719435,0.0980028677947
37165,5148,City of Dickson,TN,Bundled,Municipal,0.103995822454,0.0741561719435,0.0980028677947
37055,5148,City of Dickson,TN,Bundled,Municipal,0.103995822454,0.0741561719435,0.0980028677947
37056,5148,City of Dickson,TN,Bundled,Municipal,0.103995822454,0.0741561719435,0.0980028677947
37051,5148,City of Dickson,TN,Bundled,Municipal,0.103995822454,0.0741561719435,0.0980028677947
37187,5148,City of Dickson,TN,Bundled,Municipal,0.103995822454,0.0741561719435,0.0980028677947
37036,5148,City of Dickson,TN,Bundled,Municipal,0.103995822454,0.0741561719435,0.0980028677947
39476,5175,Dixie Electric Power Assn,MS,Bundled,Cooperative,0.106966030599,0.0955879704664,0.115435499776
39367,5175,Dixie Electric Power Assn,MS,Bundled,Cooperative,0.106966030599,0.0955879704664,0.115435499776
39441,5175,Dixie Electric Power Assn,MS,Bundled,Cooperative,0.106966030599,0.0955879704664,0.115435499776
39440,5175,Dixie Electric Power Assn,MS,Bundled,Cooperative,0.106966030599,0.0955879704664,0.115435499776
39443,5175,Dixie Electric Power Assn,MS,Bundled,Cooperative,0.106966030599,0.0955879704664,0.115435499776
39442,5175,Dixie Electric Power Assn,MS,Bundled,Cooperative,0.106966030599,0.0955879704664,0.115435499776
39462,5175,Dixie Electric Power Assn,MS,Bundled,Cooperative,0.106966030599,0.0955879704664,0.115435499776
39465,5175,Dixie Electric Power Assn,MS,Bundled,Cooperative,0.106966030599,0.0955879704664,0.115435499776
39464,5175,Dixie Electric Power Assn,MS,Bundled,Cooperative,0.106966030599,0.0955879704664,0.115435499776
39436,5175,Dixie Electric Power Assn,MS,Bundled,Cooperative,0.106966030599,0.0955879704664,0.115435499776
39324,5175,Dixie Electric Power Assn,MS,Bundled,Cooperative,0.106966030599,0.0955879704664,0.115435499776
39322,5175,Dixie Electric Power Assn,MS,Bundled,Cooperative,0.106966030599,0.0955879704664,0.115435499776
39480,5175,Dixie Electric Power Assn,MS,Bundled,Cooperative,0.106966030599,0.0955879704664,0.115435499776
39459,5175,Dixie Electric Power Assn,MS,Bundled,Cooperative,0.106966030599,0.0955879704664,0.115435499776
70891,5202,Dixie Electric Membership Corp,LA,Bundled,Cooperative,0.086099794631,0.0680004139997,0.0839846272935
70893,5202,Dixie Electric Membership Corp,LA,Bundled,Cooperative,0.086099794631,0.0680004139997,0.0839846272935
70892,5202,Dixie Electric Membership Corp,LA,Bundled,Cooperative,0.086099794631,0.0680004139997,0.0839846272935
70895,5202,Dixie Electric Membership Corp,LA,Bundled,Cooperative,0.086099794631,0.0680004139997,0.0839846272935
70894,5202,Dixie Electric Membership Corp,LA,Bundled,Cooperative,0.086099794631,0.0680004139997,0.0839846272935
70896,5202,Dixie Electric Membership Corp,LA,Bundled,Cooperative,0.086099794631,0.0680004139997,0.0839846272935
70898,5202,Dixie Electric Membership Corp,LA,Bundled,Cooperative,0.086099794631,0.0680004139997,0.0839846272935
70754,5202,Dixie Electric Membership Corp,LA,Bundled,Cooperative,0.086099794631,0.0680004139997,0.0839846272935
70787,5202,Dixie Electric Membership Corp,LA,Bundled,Cooperative,0.086099794631,0.0680004139997,0.0839846272935
70728,5202,Dixie Electric Membership Corp,LA,Bundled,Cooperative,0.086099794631,0.0680004139997,0.0839846272935
70723,5202,Dixie Electric Membership Corp,LA,Bundled,Cooperative,0.086099794631,0.0680004139997,0.0839846272935
70722,5202,Dixie Electric Membership Corp,LA,Bundled,Cooperative,0.086099794631,0.0680004139997,0.0839846272935
70727,5202,Dixie Electric Membership Corp,LA,Bundled,Cooperative,0.086099794631,0.0680004139997,0.0839846272935
70726,5202,Dixie Electric Membership Corp,LA,Bundled,Cooperative,0.086099794631,0.0680004139997,0.0839846272935
70725,5202,Dixie Electric Membership Corp,LA,Bundled,Cooperative,0.086099794631,0.0680004139997,0.0839846272935
70449,5202,Dixie Electric Membership Corp,LA,Bundled,Cooperative,0.086099794631,0.0680004139997,0.0839846272935
70443,5202,Dixie Electric Membership Corp,LA,Bundled,Cooperative,0.086099794631,0.0680004139997,0.0839846272935
70441,5202,Dixie Electric Membership Corp,LA,Bundled,Cooperative,0.086099794631,0.0680004139997,0.0839846272935
70836,5202,Dixie Electric Membership Corp,LA,Bundled,Cooperative,0.086099794631,0.0680004139997,0.0839846272935
70835,5202,Dixie Electric Membership Corp,LA,Bundled,Cooperative,0.086099794631,0.0680004139997,0.0839846272935
70833,5202,Dixie Electric Membership Corp,LA,Bundled,Cooperative,0.086099794631,0.0680004139997,0.0839846272935
70831,5202,Dixie Electric Membership Corp,LA,Bundled,Cooperative,0.086099794631,0.0680004139997,0.0839846272935
70827,5202,Dixie Electric Membership Corp,LA,Bundled,Cooperative,0.086099794631,0.0680004139997,0.0839846272935
70778,5202,Dixie Electric Membership Corp,LA,Bundled,Cooperative,0.086099794631,0.0680004139997,0.0839846272935
70770,5202,Dixie Electric Membership Corp,LA,Bundled,Cooperative,0.086099794631,0.0680004139997,0.0839846272935
70774,5202,Dixie Electric Membership Corp,LA,Bundled,Cooperative,0.086099794631,0.0680004139997,0.0839846272935
70775,5202,Dixie Electric Membership Corp,LA,Bundled,Cooperative,0.086099794631,0.0680004139997,0.0839846272935
70776,5202,Dixie Electric Membership Corp,LA,Bundled,Cooperative,0.086099794631,0.0680004139997,0.0839846272935
70777,5202,Dixie Electric Membership Corp,LA,Bundled,Cooperative,0.086099794631,0.0680004139997,0.0839846272935
70786,5202,Dixie Electric Membership Corp,LA,Bundled,Cooperative,0.086099794631,0.0680004139997,0.0839846272935
70743,5202,Dixie Electric Membership Corp,LA,Bundled,Cooperative,0.086099794631,0.0680004139997,0.0839846272935
70744,5202,Dixie Electric Membership Corp,LA,Bundled,Cooperative,0.086099794631,0.0680004139997,0.0839846272935
70748,5202,Dixie Electric Membership Corp,LA,Bundled,Cooperative,0.086099794631,0.0680004139997,0.0839846272935
70462,5202,Dixie Electric Membership Corp,LA,Bundled,Cooperative,0.086099794631,0.0680004139997,0.0839846272935
70792,5202,Dixie Electric Membership Corp,LA,Bundled,Cooperative,0.086099794631,0.0680004139997,0.0839846272935
70791,5202,Dixie Electric Membership Corp,LA,Bundled,Cooperative,0.086099794631,0.0680004139997,0.0839846272935
70718,5202,Dixie Electric Membership Corp,LA,Bundled,Cooperative,0.086099794631,0.0680004139997,0.0839846272935
70714,5202,Dixie Electric Membership Corp,LA,Bundled,Cooperative,0.086099794631,0.0680004139997,0.0839846272935
70712,5202,Dixie Electric Membership Corp,LA,Bundled,Cooperative,0.086099794631,0.0680004139997,0.0839846272935
70711,5202,Dixie Electric Membership Corp,LA,Bundled,Cooperative,0.086099794631,0.0680004139997,0.0839846272935
70453,5202,Dixie Electric Membership Corp,LA,Bundled,Cooperative,0.086099794631,0.0680004139997,0.0839846272935
70454,5202,Dixie Electric Membership Corp,LA,Bundled,Cooperative,0.086099794631,0.0680004139997,0.0839846272935
70456,5202,Dixie Electric Membership Corp,LA,Bundled,Cooperative,0.086099794631,0.0680004139997,0.0839846272935
70808,5202,Dixie Electric Membership Corp,LA,Bundled,Cooperative,0.086099794631,0.0680004139997,0.0839846272935
70809,5202,Dixie Electric Membership Corp,LA,Bundled,Cooperative,0.086099794631,0.0680004139997,0.0839846272935
70802,5202,Dixie Electric Membership Corp,LA,Bundled,Cooperative,0.086099794631,0.0680004139997,0.0839846272935
70803,5202,Dixie Electric Membership Corp,LA,Bundled,Cooperative,0.086099794631,0.0680004139997,0.0839846272935
70801,5202,Dixie Electric Membership Corp,LA,Bundled,Cooperative,0.086099794631,0.0680004139997,0.0839846272935
70806,5202,Dixie Electric Membership Corp,LA,Bundled,Cooperative,0.086099794631,0.0680004139997,0.0839846272935
70804,5202,Dixie Electric Membership Corp,LA,Bundled,Cooperative,0.086099794631,0.0680004139997,0.0839846272935
70805,5202,Dixie Electric Membership Corp,LA,Bundled,Cooperative,0.086099794631,0.0680004139997,0.0839846272935
70884,5202,Dixie Electric Membership Corp,LA,Bundled,Cooperative,0.086099794631,0.0680004139997,0.0839846272935
70769,5202,Dixie Electric Membership Corp,LA,Bundled,Cooperative,0.086099794631,0.0680004139997,0.0839846272935
70763,5202,Dixie Electric Membership Corp,LA,Bundled,Cooperative,0.086099794631,0.0680004139997,0.0839846272935
70761,5202,Dixie Electric Membership Corp,LA,Bundled,Cooperative,0.086099794631,0.0680004139997,0.0839846272935
70403,5202,Dixie Electric Membership Corp,LA,Bundled,Cooperative,0.086099794631,0.0680004139997,0.0839846272935
70873,5202,Dixie Electric Membership Corp,LA,Bundled,Cooperative,0.086099794631,0.0680004139997,0.0839846272935
70874,5202,Dixie Electric Membership Corp,LA,Bundled,Cooperative,0.086099794631,0.0680004139997,0.0839846272935
70879,5202,Dixie Electric Membership Corp,LA,Bundled,Cooperative,0.086099794631,0.0680004139997,0.0839846272935
70807,5202,Dixie Electric Membership Corp,LA,Bundled,Cooperative,0.086099794631,0.0680004139997,0.0839846272935
70052,5202,Dixie Electric Membership Corp,LA,Bundled,Cooperative,0.086099794631,0.0680004139997,0.0839846272935
70734,5202,Dixie Electric Membership Corp,LA,Bundled,Cooperative,0.086099794631,0.0680004139997,0.0839846272935
70737,5202,Dixie Electric Membership Corp,LA,Bundled,Cooperative,0.086099794631,0.0680004139997,0.0839846272935
70730,5202,Dixie Electric Membership Corp,LA,Bundled,Cooperative,0.086099794631,0.0680004139997,0.0839846272935
70733,5202,Dixie Electric Membership Corp,LA,Bundled,Cooperative,0.086099794631,0.0680004139997,0.0839846272935
70739,5202,Dixie Electric Membership Corp,LA,Bundled,Cooperative,0.086099794631,0.0680004139997,0.0839846272935
70820,5202,Dixie Electric Membership Corp,LA,Bundled,Cooperative,0.086099794631,0.0680004139997,0.0839846272935
70821,5202,Dixie Electric Membership Corp,LA,Bundled,Cooperative,0.086099794631,0.0680004139997,0.0839846272935
70822,5202,Dixie Electric Membership Corp,LA,Bundled,Cooperative,0.086099794631,0.0680004139997,0.0839846272935
70823,5202,Dixie Electric Membership Corp,LA,Bundled,Cooperative,0.086099794631,0.0680004139997,0.0839846272935
70825,5202,Dixie Electric Membership Corp,LA,Bundled,Cooperative,0.086099794631,0.0680004139997,0.0839846272935
70826,5202,Dixie Electric Membership Corp,LA,Bundled,Cooperative,0.086099794631,0.0680004139997,0.0839846272935
70785,5202,Dixie Electric Membership Corp,LA,Bundled,Cooperative,0.086099794631,0.0680004139997,0.0839846272935
70784,5202,Dixie Electric Membership Corp,LA,Bundled,Cooperative,0.086099794631,0.0680004139997,0.0839846272935
70782,5202,Dixie Electric Membership Corp,LA,Bundled,Cooperative,0.086099794631,0.0680004139997,0.0839846272935
70789,5202,Dixie Electric Membership Corp,LA,Bundled,Cooperative,0.086099794631,0.0680004139997,0.0839846272935
70704,5202,Dixie Electric Membership Corp,LA,Bundled,Cooperative,0.086099794631,0.0680004139997,0.0839846272935
70707,5202,Dixie Electric Membership Corp,LA,Bundled,Cooperative,0.086099794631,0.0680004139997,0.0839846272935
70706,5202,Dixie Electric Membership Corp,LA,Bundled,Cooperative,0.086099794631,0.0680004139997,0.0839846272935
70421,5202,Dixie Electric Membership Corp,LA,Bundled,Cooperative,0.086099794631,0.0680004139997,0.0839846272935
70819,5202,Dixie Electric Membership Corp,LA,Bundled,Cooperative,0.086099794631,0.0680004139997,0.0839846272935
70818,5202,Dixie Electric Membership Corp,LA,Bundled,Cooperative,0.086099794631,0.0680004139997,0.0839846272935
70811,5202,Dixie Electric Membership Corp,LA,Bundled,Cooperative,0.086099794631,0.0680004139997,0.0839846272935
70810,5202,Dixie Electric Membership Corp,LA,Bundled,Cooperative,0.086099794631,0.0680004139997,0.0839846272935
70813,5202,Dixie Electric Membership Corp,LA,Bundled,Cooperative,0.086099794631,0.0680004139997,0.0839846272935
70812,5202,Dixie Electric Membership Corp,LA,Bundled,Cooperative,0.086099794631,0.0680004139997,0.0839846272935
70815,5202,Dixie Electric Membership Corp,LA,Bundled,Cooperative,0.086099794631,0.0680004139997,0.0839846272935
70814,5202,Dixie Electric Membership Corp,LA,Bundled,Cooperative,0.086099794631,0.0680004139997,0.0839846272935
70817,5202,Dixie Electric Membership Corp,LA,Bundled,Cooperative,0.086099794631,0.0680004139997,0.0839846272935
70816,5202,Dixie Electric Membership Corp,LA,Bundled,Cooperative,0.086099794631,0.0680004139997,0.0839846272935
36177,5204,Dixie Electric Coop,AL,Bundled,Cooperative,0.121456505581,0.0920591373266,0.126722999258
36039,5204,Dixie Electric Coop,AL,Bundled,Cooperative,0.121456505581,0.0920591373266,0.126722999258
36036,5204,Dixie Electric Coop,AL,Bundled,Cooperative,0.121456505581,0.0920591373266,0.126722999258
36065,5204,Dixie Electric Coop,AL,Bundled,Cooperative,0.121456505581,0.0920591373266,0.126722999258
36061,5204,Dixie Electric Coop,AL,Bundled,Cooperative,0.121456505581,0.0920591373266,0.126722999258
36069,5204,Dixie Electric Coop,AL,Bundled,Cooperative,0.121456505581,0.0920591373266,0.126722999258
36116,5204,Dixie Electric Coop,AL,Bundled,Cooperative,0.121456505581,0.0920591373266,0.126722999258
36191,5204,Dixie Electric Coop,AL,Bundled,Cooperative,0.121456505581,0.0920591373266,0.126722999258
36013,5204,Dixie Electric Coop,AL,Bundled,Cooperative,0.121456505581,0.0920591373266,0.126722999258
36043,5204,Dixie Electric Coop,AL,Bundled,Cooperative,0.121456505581,0.0920591373266,0.126722999258
36029,5204,Dixie Electric Coop,AL,Bundled,Cooperative,0.121456505581,0.0920591373266,0.126722999258
36052,5204,Dixie Electric Coop,AL,Bundled,Cooperative,0.121456505581,0.0920591373266,0.126722999258
36830,5204,Dixie Electric Coop,AL,Bundled,Cooperative,0.121456505581,0.0920591373266,0.126722999258
36302,5309,City of Dothan - (AL),AL,Bundled,Municipal,0.0903541425342,0.0660368517846,0.0952063559774
31534,5325,City of Douglas,GA,Bundled,Municipal,0.0991495577521,0,0.0993407252023
98845,5326,PUD No 1 of Douglas County,WA,Bundled,Political Subdivision,0.0204696657251,0.0262087702904,0.0290088867713
98830,5326,PUD No 1 of Douglas County,WA,Bundled,Political Subdivision,0.0204696657251,0.0262087702904,0.0290088867713
99115,5326,PUD No 1 of Douglas County,WA,Bundled,Political Subdivision,0.0204696657251,0.0262087702904,0.0290088867713
98813,5326,PUD No 1 of Douglas County,WA,Bundled,Political Subdivision,0.0204696657251,0.0262087702904,0.0290088867713
98858,5326,PUD No 1 of Douglas County,WA,Bundled,Political Subdivision,0.0204696657251,0.0262087702904,0.0290088867713
99133,5326,PUD No 1 of Douglas County,WA,Bundled,Political Subdivision,0.0204696657251,0.0262087702904,0.0290088867713
98843,5326,PUD No 1 of Douglas County,WA,Bundled,Political Subdivision,0.0204696657251,0.0262087702904,0.0290088867713
98850,5326,PUD No 1 of Douglas County,WA,Bundled,Political Subdivision,0.0204696657251,0.0262087702904,0.0290088867713
98802,5326,PUD No 1 of Douglas County,WA,Bundled,Political Subdivision,0.0204696657251,0.0262087702904,0.0290088867713
97471,5327,Douglas Electric Coop - (OR),OR,Bundled,Cooperative,0.0947901591896,0.0848955951837,0.0937418236525
97473,5327,Douglas Electric Coop - (OR),OR,Bundled,Cooperative,0.0947901591896,0.0848955951837,0.0937418236525
97479,5327,Douglas Electric Coop - (OR),OR,Bundled,Cooperative,0.0947901591896,0.0848955951837,0.0937418236525
97416,5327,Douglas Electric Coop - (OR),OR,Bundled,Cooperative,0.0947901591896,0.0848955951837,0.0937418236525
97499,5327,Douglas Electric Coop - (OR),OR,Bundled,Cooperative,0.0947901591896,0.0848955951837,0.0937418236525
97467,5327,Douglas Electric Coop - (OR),OR,Bundled,Cooperative,0.0947901591896,0.0848955951837,0.0937418236525
97435,5327,Douglas Electric Coop - (OR),OR,Bundled,Cooperative,0.0947901591896,0.0848955951837,0.0937418236525
97436,5327,Douglas Electric Coop - (OR),OR,Bundled,Cooperative,0.0947901591896,0.0848955951837,0.0937418236525
97486,5327,Douglas Electric Coop - (OR),OR,Bundled,Cooperative,0.0947901591896,0.0848955951837,0.0937418236525
97481,5327,Douglas Electric Coop - (OR),OR,Bundled,Cooperative,0.0947901591896,0.0848955951837,0.0937418236525
57328,5328,"Douglas Electric Coop, Inc",SD,Bundled,Cooperative,0.106316879531,0,0.111177786264
57344,5328,"Douglas Electric Coop, Inc",SD,Bundled,Cooperative,0.106316879531,0,0.111177786264
57330,5328,"Douglas Electric Coop, Inc",SD,Bundled,Cooperative,0.106316879531,0,0.111177786264
57364,5328,"Douglas Electric Coop, Inc",SD,Bundled,Cooperative,0.106316879531,0,0.111177786264
19934,5335,City of Dover - (DE),DE,Bundled,Municipal,0.126858555536,0.0960574983787,0.131888237049
19961,5335,City of Dover - (DE),DE,Bundled,Municipal,0.126858555536,0.0960574983787,0.131888237049
19902,5335,City of Dover - (DE),DE,Bundled,Municipal,0.126858555536,0.0960574983787,0.131888237049
19903,5335,City of Dover - (DE),DE,Bundled,Municipal,0.126858555536,0.0960574983787,0.131888237049
19906,5335,City of Dover - (DE),DE,Bundled,Municipal,0.126858555536,0.0960574983787,0.131888237049
19905,5335,City of Dover - (DE),DE,Bundled,Municipal,0.126858555536,0.0960574983787,0.131888237049
44622,5336,City of Dover - (OH),OH,Bundled,Municipal,0.124850219678,0.100064700069,0.118246812707
47513,5394,Dubois Rural Electric Coop Inc,IN,Bundled,Cooperative,0.11618847065,0.091020241815,0.118977678822
47532,5394,Dubois Rural Electric Coop Inc,IN,Bundled,Cooperative,0.11618847065,0.091020241815,0.118977678822
47580,5394,Dubois Rural Electric Coop Inc,IN,Bundled,Cooperative,0.11618847065,0.091020241815,0.118977678822
47123,5394,Dubois Rural Electric Coop Inc,IN,Bundled,Cooperative,0.11618847065,0.091020241815,0.118977678822
47174,5394,Dubois Rural Electric Coop Inc,IN,Bundled,Cooperative,0.11618847065,0.091020241815,0.118977678822
47175,5394,Dubois Rural Electric Coop Inc,IN,Bundled,Cooperative,0.11618847065,0.091020241815,0.118977678822
47527,5394,Dubois Rural Electric Coop Inc,IN,Bundled,Cooperative,0.11618847065,0.091020241815,0.118977678822
47521,5394,Dubois Rural Electric Coop Inc,IN,Bundled,Cooperative,0.11618847065,0.091020241815,0.118977678822
47575,5394,Dubois Rural Electric Coop Inc,IN,Bundled,Cooperative,0.11618847065,0.091020241815,0.118977678822
47116,5394,Dubois Rural Electric Coop Inc,IN,Bundled,Cooperative,0.11618847065,0.091020241815,0.118977678822
47549,5394,Dubois Rural Electric Coop Inc,IN,Bundled,Cooperative,0.11618847065,0.091020241815,0.118977678822
47545,5394,Dubois Rural Electric Coop Inc,IN,Bundled,Cooperative,0.11618847065,0.091020241815,0.118977678822
47547,5394,Dubois Rural Electric Coop Inc,IN,Bundled,Cooperative,0.11618847065,0.091020241815,0.118977678822
47546,5394,Dubois Rural Electric Coop Inc,IN,Bundled,Cooperative,0.11618847065,0.091020241815,0.118977678822
37306,5399,Duck River Elec Member Corp,TN,Bundled,Cooperative,0.109010247954,0.0628087161571,0.104162264322
37020,5399,Duck River Elec Member Corp,TN,Bundled,Cooperative,0.109010247954,0.0628087161571,0.104162264322
38401,5399,Duck River Elec Member Corp,TN,Bundled,Cooperative,0.109010247954,0.0628087161571,0.104162264322
38482,5399,Duck River Elec Member Corp,TN,Bundled,Cooperative,0.109010247954,0.0628087161571,0.104162264322
37180,5399,Duck River Elec Member Corp,TN,Bundled,Cooperative,0.109010247954,0.0628087161571,0.104162264322
37330,5399,Duck River Elec Member Corp,TN,Bundled,Cooperative,0.109010247954,0.0628087161571,0.104162264322
38472,5399,Duck River Elec Member Corp,TN,Bundled,Cooperative,0.109010247954,0.0628087161571,0.104162264322
38476,5399,Duck River Elec Member Corp,TN,Bundled,Cooperative,0.109010247954,0.0628087161571,0.104162264322
38474,5399,Duck River Elec Member Corp,TN,Bundled,Cooperative,0.109010247954,0.0628087161571,0.104162264322
37160,5399,Duck River Elec Member Corp,TN,Bundled,Cooperative,0.109010247954,0.0628087161571,0.104162264322
37161,5399,Duck River Elec Member Corp,TN,Bundled,Cooperative,0.109010247954,0.0628087161571,0.104162264322
37162,5399,Duck River Elec Member Corp,TN,Bundled,Cooperative,0.109010247954,0.0628087161571,0.104162264322
37360,5399,Duck River Elec Member Corp,TN,Bundled,Cooperative,0.109010247954,0.0628087161571,0.104162264322
37318,5399,Duck River Elec Member Corp,TN,Bundled,Cooperative,0.109010247954,0.0628087161571,0.104162264322
37091,5399,Duck River Elec Member Corp,TN,Bundled,Cooperative,0.109010247954,0.0628087161571,0.104162264322
37183,5399,Duck River Elec Member Corp,TN,Bundled,Cooperative,0.109010247954,0.0628087161571,0.104162264322
37349,5399,Duck River Elec Member Corp,TN,Bundled,Cooperative,0.109010247954,0.0628087161571,0.104162264322
37342,5399,Duck River Elec Member Corp,TN,Bundled,Cooperative,0.109010247954,0.0628087161571,0.104162264322
37345,5399,Duck River Elec Member Corp,TN,Bundled,Cooperative,0.109010247954,0.0628087161571,0.104162264322
37063,5399,Duck River Elec Member Corp,TN,Bundled,Cooperative,0.109010247954,0.0628087161571,0.104162264322
37174,5399,Duck River Elec Member Corp,TN,Bundled,Cooperative,0.109010247954,0.0628087161571,0.104162264322
37375,5399,Duck River Elec Member Corp,TN,Bundled,Cooperative,0.109010247954,0.0628087161571,0.104162264322
37034,5399,Duck River Elec Member Corp,TN,Bundled,Cooperative,0.109010247954,0.0628087161571,0.104162264322
37398,5399,Duck River Elec Member Corp,TN,Bundled,Cooperative,0.109010247954,0.0628087161571,0.104162264322
37324,5399,Duck River Elec Member Corp,TN,Bundled,Cooperative,0.109010247954,0.0628087161571,0.104162264322
37047,5399,Duck River Elec Member Corp,TN,Bundled,Cooperative,0.109010247954,0.0628087161571,0.104162264322
38461,5399,Duck River Elec Member Corp,TN,Bundled,Cooperative,0.109010247954,0.0628087161571,0.104162264322
37376,5399,Duck River Elec Member Corp,TN,Bundled,Cooperative,0.109010247954,0.0628087161571,0.104162264322
37383,5399,Duck River Elec Member Corp,TN,Bundled,Cooperative,0.109010247954,0.0628087161571,0.104162264322
37389,5399,Duck River Elec Member Corp,TN,Bundled,Cooperative,0.109010247954,0.0628087161571,0.104162264322
37359,5399,Duck River Elec Member Corp,TN,Bundled,Cooperative,0.109010247954,0.0628087161571,0.104162264322
37355,5399,Duck River Elec Member Corp,TN,Bundled,Cooperative,0.109010247954,0.0628087161571,0.104162264322
37352,5399,Duck River Elec Member Corp,TN,Bundled,Cooperative,0.109010247954,0.0628087161571,0.104162264322
38451,5399,Duck River Elec Member Corp,TN,Bundled,Cooperative,0.109010247954,0.0628087161571,0.104162264322
37018,5399,Duck River Elec Member Corp,TN,Bundled,Cooperative,0.109010247954,0.0628087161571,0.104162264322
37019,5399,Duck River Elec Member Corp,TN,Bundled,Cooperative,0.109010247954,0.0628087161571,0.104162264322
37144,5399,Duck River Elec Member Corp,TN,Bundled,Cooperative,0.109010247954,0.0628087161571,0.104162264322
54735,5417,Dunn County Electric Coop,WI,Bundled,Cooperative,0.101577866165,0.0756761442441,0.125665386429
54725,5417,Dunn County Electric Coop,WI,Bundled,Cooperative,0.101577866165,0.0756761442441,0.125665386429
54772,5417,Dunn County Electric Coop,WI,Bundled,Cooperative,0.101577866165,0.0756761442441,0.125665386429
54765,5417,Dunn County Electric Coop,WI,Bundled,Cooperative,0.101577866165,0.0756761442441,0.125665386429
54764,5417,Dunn County Electric Coop,WI,Bundled,Cooperative,0.101577866165,0.0756761442441,0.125665386429
73534,5429,City of Duncan - (OK),OK,Bundled,Municipal,0.0999835809868,0.0846935275337,0.0995573248061
01937,5480,Town of Danvers,MA,Bundled,Municipal,0.144851191272,0.129948162111,0.15613540947
01923,5480,Town of Danvers,MA,Bundled,Municipal,0.144851191272,0.129948162111,0.15613540947
62242,5535,Egyptian Electric Coop Assn,IL,Bundled,Cooperative,0.0985882122257,0,0.128723891513
62940,5535,Egyptian Electric Coop Assn,IL,Bundled,Cooperative,0.0985882122257,0,0.128723891513
62832,5535,Egyptian Electric Coop Assn,IL,Bundled,Cooperative,0.0985882122257,0,0.128723891513
62971,5535,Egyptian Electric Coop Assn,IL,Bundled,Cooperative,0.0985882122257,0,0.128723891513
